"ResponseId","Gender","Age","Education","LocationLatitude","LocationLongitude","instr_enthusiasm","instr_professional","instr_subject","instr_material","instr_rating","subject_1","subject_2","subject_3","subject_4","video_watched","assigned","assignment","ques_1","ques_2","ques_3","ques_4","quiz_avg","avg_rating"
"R_1OTC0m8WYFfnqvN","Female","50+","Bachelors degree",40.75920105,-111.8874969,3,4,3,4,3,"All of the above","All of the above","Python is an object oriented programming language","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,0,0,1,0.5,3.5
"R_Zq25SwXpu4Xpw2d","Male","30-40","Bachelors degree",33.4848938,-86.85959625,1,4,1,3,2,"Web Applications","B. A flexible programming language","Python is an interpreted programming language","Wonderful Community","Video3-1(Treatment)",1,"Treatment",0,0,0,0,0,2.5
"R_3dDLnAiteibHmxw","Female","50+","High school diploma",33.99159241,-83.89009857,3,4,3,3,3,"All of the above","Both A & B","Python is an object oriented programming language","Great Advanced Language","Video3-1(Treatment)",1,"Treatment",1,1,0,1,0.75,3.25
"R_1i5u3GpxkxjjIfz","Male","40-50","Associates degree",41.66799927,-86.31439972,2,3,4,3,4,"Web Applications","Both A & B","Python is an interpreted programming language","Wonderful Community","Video1-2(Control)",0,"Control",0,1,0,0,0.25,3
"R_3dRMBeTN5oOHDr1","Male","50+","Some College No degree",40.00549316,-74.99790192,1,3,4,2,3,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Easy to Learn","Video1-2(Control)",0,"Control",1,0,1,0,0.5,2.25
"R_3ptIWQRhLDuHnKS","Male","20-30","Masters degree",28.63439941,-81.62210083,3,3,3,3,3,"Web Applications","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video3-2(Control)",0,"Control",0,1,1,1,0.75,3
"R_ZwQt7YlCP63eciB","Male","30-40","Some College No degree",42.09919739,-88.29270172,2,4,4,4,5,"All of the above","Both A & B","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video3-2(Control)",0,"Control",1,1,1,1,1,3.75
"R_2fkrvnRzBYuQUTK","Male","40-50","Bachelors degree",25.95849609,-80.13809967,3,4,4,4,4,"All of the above","Both A & B","Python was created by Guido van Rossum in 1991","Wonderful Community","Video3-2(Control)",0,"Control",1,1,0,0,0.5,3.75
"R_2CvP0Zjyz38IRsD","Male","40-50","Bachelors degree",33.41659546,-86.77950287,4,4,4,4,4,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video3-2(Control)",0,"Control",1,0,1,1,0.75,4
"R_6VbMKlaT3ZksRaN","Male","40-50","Some College No degree",42.31199646,-71.10810089,4,4,4,3,4,"Artificial intelligence projects","Both A & B","Python is an object oriented programming language","Great Advanced Language","Video3-2(Control)",0,"Control",0,1,0,1,0.5,3.75
"R_9AZlbT5iuv6h2F3","Male","40-50","High school diploma",33.84049988,-117.9525986,2,4,4,4,4,"All of the above","All of the above","Python is a compiled programming language with a faster and more efficient execution time than interpreted programming languages","Great Advanced Language","Video3-2(Control)",0,"Control",1,0,1,1,0.75,3.5
